id_user,id_item,height,weight,chest,waist,hips,gender,age,rating
1,56,153,51,83,75,93,Female,50,4
1,57,153,51,83,75,93,Female,50,2
1,58,153,51,83,75,93,Female,50,1
1,59,153,51,83,75,93,Female,50,4
1,60,153,51,83,75,93,Female,50,3
1,61,153,51,83,75,93,Female,50,3
1,62,153,51,83,75,93,Female,50,4
1,63,153,51,83,75,93,Female,50,5
1,64,153,51,83,75,93,Female,50,1
1,65,153,51,83,75,93,Female,50,1
1,66,153,51,83,75,93,Female,50,4
1,67,153,51,83,75,93,Female,50,4
1,68,153,51,83,75,93,Female,50,5
1,69,153,51,83,75,93,Female,50,1
1,70,153,51,83,75,93,Female,50,1
1,71,153,51,83,75,93,Female,50,2
1,72,153,51,83,75,93,Female,50,4
1,73,153,51,83,75,93,Female,50,4
1,74,153,51,83,75,93,Female,50,5
1,75,153,51,83,75,93,Female,50,1
1,76,153,51,83,75,93,Female,50,1
1,77,153,51,83,75,93,Female,50,4
1,78,153,51,83,75,93,Female,50,3
1,79,153,51,83,75,93,Female,50,3
1,80,153,51,83,75,93,Female,50,5
1,81,153,51,83,75,93,Female,50,3
1,82,153,51,83,75,93,Female,50,1
1,83,153,51,83,75,93,Female,50,3
1,84,153,51,83,75,93,Female,50,4
1,85,153,51,83,75,93,Female,50,5
1,86,153,51,83,75,93,Female,50,5
1,87,153,51,83,75,93,Female,50,1
1,88,153,51,83,75,93,Female,50,5
1,89,153,51,83,75,93,Female,50,3
1,90,153,51,83,75,93,Female,50,4
1,91,153,51,83,75,93,Female,50,5
1,92,153,51,83,75,93,Female,50,1
1,93,153,51,83,75,93,Female,50,1
1,94,153,51,83,75,93,Female,50,2
1,95,153,51,83,75,93,Female,50,3
1,96,153,51,83,75,93,Female,50,3
1,97,153,51,83,75,93,Female,50,4
1,98,153,51,83,75,93,Female,50,3
1,99,153,51,83,75,93,Female,50,2
1,100,153,51,83,75,93,Female,50,2
1,101,153,51,83,75,93,Female,50,5
1,102,153,51,83,75,93,Female,50,4
1,103,153,51,83,75,93,Female,50,3
1,104,153,51,83,75,93,Female,50,4
1,105,153,51,83,75,93,Female,50,2
1,106,153,51,83,75,93,Female,50,1
1,107,153,51,83,75,93,Female,50,1
1,108,153,51,83,75,93,Female,50,5
1,109,153,51,83,75,93,Female,50,1
1,110,153,51,83,75,93,Female,50,5
1,111,153,51,83,75,93,Female,50,4
1,112,153,51,83,75,93,Female,50,2
1,113,153,51,83,75,93,Female,50,5
1,114,153,51,83,75,93,Female,50,4
1,115,153,51,83,75,93,Female,50,3
1,116,153,51,83,75,93,Female,50,3
1,117,153,51,83,75,93,Female,50,3
1,118,153,51,83,75,93,Female,50,5
1,119,153,51,83,75,93,Female,50,3
1,120,153,51,83,75,93,Female,50,2
1,121,153,51,83,75,93,Female,50,2
1,122,153,51,83,75,93,Female,50,2
1,123,153,51,83,75,93,Female,50,5
1,124,153,51,83,75,93,Female,50,5
1,125,153,51,83,75,93,Female,50,4
1,126,153,51,83,75,93,Female,50,4
1,127,153,51,83,75,93,Female,50,2
1,128,153,51,83,75,93,Female,50,2
1,129,153,51,83,75,93,Female,50,4
1,130,153,51,83,75,93,Female,50,2
1,131,153,51,83,75,93,Female,50,4
1,132,153,51,83,75,93,Female,50,5
1,133,153,51,83,75,93,Female,50,1
1,134,153,51,83,75,93,Female,50,3
1,135,153,51,83,75,93,Female,50,4
1,136,153,51,83,75,93,Female,50,3
1,137,153,51,83,75,93,Female,50,5
1,138,153,51,83,75,93,Female,50,3
1,139,153,51,83,75,93,Female,50,4
1,140,153,51,83,75,93,Female,50,1
1,141,153,51,83,75,93,Female,50,4
1,142,153,51,83,75,93,Female,50,5
1,143,153,51,83,75,93,Female,50,2
1,144,153,51,83,75,93,Female,50,2
1,145,153,51,83,75,93,Female,50,5
1,146,153,51,83,75,93,Female,50,5
1,147,153,51,83,75,93,Female,50,1
1,148,153,51,83,75,93,Female,50,2
1,149,153,51,83,75,93,Female,50,5
1,150,153,51,83,75,93,Female,50,4
2,1,180,61,96,84,115,Female,71,2
2,2,180,61,96,84,115,Female,71,2
2,3,180,61,96,84,115,Female,71,2
2,4,180,61,96,84,115,Female,71,1
2,5,180,61,96,84,115,Female,71,3
2,6,180,61,96,84,115,Female,71,4
2,7,180,61,96,84,115,Female,71,4
2,8,180,61,96,84,115,Female,71,3
2,9,180,61,96,84,115,Female,71,2
2,10,180,61,96,84,115,Female,71,3
2,11,180,61,96,84,115,Female,71,5
2,12,180,61,96,84,115,Female,71,5
2,13,180,61,96,84,115,Female,71,5
2,14,180,61,96,84,115,Female,71,2
2,15,180,61,96,84,115,Female,71,5
2,16,180,61,96,84,115,Female,71,5
2,17,180,61,96,84,115,Female,71,4
2,18,180,61,96,84,115,Female,71,2
2,19,180,61,96,84,115,Female,71,1
2,20,180,61,96,84,115,Female,71,1
2,21,180,61,96,84,115,Female,71,1
2,22,180,61,96,84,115,Female,71,5
2,23,180,61,96,84,115,Female,71,3
2,24,180,61,96,84,115,Female,71,2
2,25,180,61,96,84,115,Female,71,1
2,26,180,61,96,84,115,Female,71,3
2,27,180,61,96,84,115,Female,71,5
2,28,180,61,96,84,115,Female,71,4
2,29,180,61,96,84,115,Female,71,1
2,30,180,61,96,84,115,Female,71,4
2,31,180,61,96,84,115,Female,71,2
2,32,180,61,96,84,115,Female,71,3
2,33,180,61,96,84,115,Female,71,3
2,34,180,61,96,84,115,Female,71,5
2,35,180,61,96,84,115,Female,71,3
2,36,180,61,96,84,115,Female,71,5
2,37,180,61,96,84,115,Female,71,4
2,38,180,61,96,84,115,Female,71,2
2,39,180,61,96,84,115,Female,71,4
2,40,180,61,96,84,115,Female,71,2
2,41,180,61,96,84,115,Female,71,4
2,42,180,61,96,84,115,Female,71,3
2,43,180,61,96,84,115,Female,71,3
2,44,180,61,96,84,115,Female,71,5
2,45,180,61,96,84,115,Female,71,5
2,46,180,61,96,84,115,Female,71,5
2,47,180,61,96,84,115,Female,71,5
2,48,180,61,96,84,115,Female,71,5
2,49,180,61,96,84,115,Female,71,2
2,50,180,61,96,84,115,Female,71,3
2,51,180,61,96,84,115,Female,71,2
2,52,180,61,96,84,115,Female,71,5
2,53,180,61,96,84,115,Female,71,5
2,54,180,61,96,84,115,Female,71,1
2,55,180,61,96,84,115,Female,71,1
2,56,180,61,96,84,115,Female,71,2
2,57,180,61,96,84,115,Female,71,2
2,58,180,61,96,84,115,Female,71,3
2,59,180,61,96,84,115,Female,71,1
2,60,180,61,96,84,115,Female,71,2
2,61,180,61,96,84,115,Female,71,3
2,62,180,61,96,84,115,Female,71,3
2,63,180,61,96,84,115,Female,71,5
2,64,180,61,96,84,115,Female,71,5
2,65,180,61,96,84,115,Female,71,2
2,66,180,61,96,84,115,Female,71,2
2,67,180,61,96,84,115,Female,71,1
2,68,180,61,96,84,115,Female,71,5
2,69,180,61,96,84,115,Female,71,3
2,70,180,61,96,84,115,Female,71,4
2,71,180,61,96,84,115,Female,71,1
2,72,180,61,96,84,115,Female,71,2
2,73,180,61,96,84,115,Female,71,3
2,74,180,61,96,84,115,Female,71,2
2,75,180,61,96,84,115,Female,71,4
2,76,180,61,96,84,115,Female,71,5
2,77,180,61,96,84,115,Female,71,4
2,78,180,61,96,84,115,Female,71,3
2,79,180,61,96,84,115,Female,71,1
2,80,180,61,96,84,115,Female,71,4
2,81,180,61,96,84,115,Female,71,2
2,82,180,61,96,84,115,Female,71,3
2,83,180,61,96,84,115,Female,71,3
2,84,180,61,96,84,115,Female,71,3
2,85,180,61,96,84,115,Female,71,5
2,86,180,61,96,84,115,Female,71,5
2,87,180,61,96,84,115,Female,71,3
2,88,180,61,96,84,115,Female,71,4
2,89,180,61,96,84,115,Female,71,1
2,90,180,61,96,84,115,Female,71,1
2,91,180,61,96,84,115,Female,71,4
2,92,180,61,96,84,115,Female,71,2
2,93,180,61,96,84,115,Female,71,2
2,94,180,61,96,84,115,Female,71,4
2,95,180,61,96,84,115,Female,71,4
2,96,180,61,96,84,115,Female,71,5
2,97,180,61,96,84,115,Female,71,3
2,98,180,61,96,84,115,Female,71,4
2,99,180,61,96,84,115,Female,71,5
2,100,180,61,96,84,115,Female,71,2
2,101,180,61,96,84,115,Female,71,2
2,102,180,61,96,84,115,Female,71,2
2,103,180,61,96,84,115,Female,71,3
2,104,180,61,96,84,115,Female,71,3
2,105,180,61,96,84,115,Female,71,2
2,106,180,61,96,84,115,Female,71,1
2,107,180,61,96,84,115,Female,71,5
2,108,180,61,96,84,115,Female,71,3
2,109,180,61,96,84,115,Female,71,3
2,110,180,61,96,84,115,Female,71,4
2,111,180,61,96,84,115,Female,71,1
2,112,180,61,96,84,115,Female,71,1
2,113,180,61,96,84,115,Female,71,3
2,114,180,61,96,84,115,Female,71,4
2,115,180,61,96,84,115,Female,71,2
2,116,180,61,96,84,115,Female,71,4
2,117,180,61,96,84,115,Female,71,1
2,118,180,61,96,84,115,Female,71,5
2,119,180,61,96,84,115,Female,71,5
2,120,180,61,96,84,115,Female,71,1
2,121,180,61,96,84,115,Female,71,3
2,122,180,61,96,84,115,Female,71,4
2,123,180,61,96,84,115,Female,71,5
2,124,180,61,96,84,115,Female,71,2
2,125,180,61,96,84,115,Female,71,3
2,126,180,61,96,84,115,Female,71,2
2,127,180,61,96,84,115,Female,71,3
2,128,180,61,96,84,115,Female,71,3
2,129,180,61,96,84,115,Female,71,5
2,130,180,61,96,84,115,Female,71,1
2,131,180,61,96,84,115,Female,71,2
2,132,180,61,96,84,115,Female,71,5
2,133,180,61,96,84,115,Female,71,1
2,134,180,61,96,84,115,Female,71,3
2,135,180,61,96,84,115,Female,71,5
2,136,180,61,96,84,115,Female,71,1
2,137,180,61,96,84,115,Female,71,3
2,138,180,61,96,84,115,Female,71,5
2,139,180,61,96,84,115,Female,71,1
2,140,180,61,96,84,115,Female,71,3
2,141,180,61,96,84,115,Female,71,4
2,142,180,61,96,84,115,Female,71,1
2,143,180,61,96,84,115,Female,71,3
2,144,180,61,96,84,115,Female,71,5
2,145,180,61,96,84,115,Female,71,5
2,146,180,61,96,84,115,Female,71,4
2,147,180,61,96,84,115,Female,71,3
2,148,180,61,96,84,115,Female,71,4
2,149,180,61,96,84,115,Female,71,2
2,150,180,61,96,84,115,Female,71,5
3,1,171,75,93,77,101,Female,56,1
3,2,171,75,93,77,101,Female,56,5
3,3,171,75,93,77,101,Female,56,4
3,4,171,75,93,77,101,Female,56,1
3,5,171,75,93,77,101,Female,56,3
3,6,171,75,93,77,101,Female,56,3
3,7,171,75,93,77,101,Female,56,4
3,8,171,75,93,77,101,Female,56,1
3,9,171,75,93,77,101,Female,56,5
3,10,171,75,93,77,101,Female,56,5
3,11,171,75,93,77,101,Female,56,4
3,12,171,75,93,77,101,Female,56,4
3,13,171,75,93,77,101,Female,56,2
3,14,171,75,93,77,101,Female,56,5
3,15,171,75,93,77,101,Female,56,5
3,16,171,75,93,77,101,Female,56,4
3,17,171,75,93,77,101,Female,56,3
3,18,171,75,93,77,101,Female,56,1
3,19,171,75,93,77,101,Female,56,5
3,20,171,75,93,77,101,Female,56,4
3,21,171,75,93,77,101,Female,56,3
3,22,171,75,93,77,101,Female,56,4
3,23,171,75,93,77,101,Female,56,5
3,24,171,75,93,77,101,Female,56,5
3,25,171,75,93,77,101,Female,56,2
3,26,171,75,93,77,101,Female,56,5
3,27,171,75,93,77,101,Female,56,4
3,28,171,75,93,77,101,Female,56,4
3,29,171,75,93,77,101,Female,56,4
3,30,171,75,93,77,101,Female,56,2
3,31,171,75,93,77,101,Female,56,2
3,32,171,75,93,77,101,Female,56,3
3,33,171,75,93,77,101,Female,56,5
3,34,171,75,93,77,101,Female,56,3
3,35,171,75,93,77,101,Female,56,2
3,36,171,75,93,77,101,Female,56,3
3,37,171,75,93,77,101,Female,56,1
3,38,171,75,93,77,101,Female,56,2
3,39,171,75,93,77,101,Female,56,1
3,40,171,75,93,77,101,Female,56,5
3,41,171,75,93,77,101,Female,56,4
3,42,171,75,93,77,101,Female,56,5
3,43,171,75,93,77,101,Female,56,4
3,44,171,75,93,77,101,Female,56,3
3,45,171,75,93,77,101,Female,56,3
3,46,171,75,93,77,101,Female,56,4
3,47,171,75,93,77,101,Female,56,2
3,48,171,75,93,77,101,Female,56,1
3,49,171,75,93,77,101,Female,56,2
3,50,171,75,93,77,101,Female,56,5
3,51,171,75,93,77,101,Female,56,2
3,52,171,75,93,77,101,Female,56,1
3,53,171,75,93,77,101,Female,56,4
3,54,171,75,93,77,101,Female,56,4
3,55,171,75,93,77,101,Female,56,1
3,56,171,75,93,77,101,Female,56,3
3,57,171,75,93,77,101,Female,56,4
3,58,171,75,93,77,101,Female,56,5
3,59,171,75,93,77,101,Female,56,5
3,60,171,75,93,77,101,Female,56,2
3,61,171,75,93,77,101,Female,56,2
3,62,171,75,93,77,101,Female,56,1
3,63,171,75,93,77,101,Female,56,3
3,64,171,75,93,77,101,Female,56,5
3,65,171,75,93,77,101,Female,56,5
3,66,171,75,93,77,101,Female,56,5
3,67,171,75,93,77,101,Female,56,4
3,68,171,75,93,77,101,Female,56,1
3,69,171,75,93,77,101,Female,56,2
3,70,171,75,93,77,101,Female,56,1
3,71,171,75,93,77,101,Female,56,4
3,72,171,75,93,77,101,Female,56,4
3,73,171,75,93,77,101,Female,56,5
3,74,171,75,93,77,101,Female,56,1
3,75,171,75,93,77,101,Female,56,3
3,76,171,75,93,77,101,Female,56,4
3,77,171,75,93,77,101,Female,56,1
3,78,171,75,93,77,101,Female,56,3
3,79,171,75,93,77,101,Female,56,1
3,80,171,75,93,77,101,Female,56,5
3,81,171,75,93,77,101,Female,56,4
3,82,171,75,93,77,101,Female,56,4
3,83,171,75,93,77,101,Female,56,3
3,84,171,75,93,77,101,Female,56,2
3,85,171,75,93,77,101,Female,56,4
3,86,171,75,93,77,101,Female,56,5
3,87,171,75,93,77,101,Female,56,1
3,88,171,75,93,77,101,Female,56,4
3,89,171,75,93,77,101,Female,56,4
3,90,171,75,93,77,101,Female,56,4
3,91,171,75,93,77,101,Female,56,1
3,92,171,75,93,77,101,Female,56,2
3,93,171,75,93,77,101,Female,56,3
3,94,171,75,93,77,101,Female,56,3
3,95,171,75,93,77,101,Female,56,5
3,96,171,75,93,77,101,Female,56,4
3,97,171,75,93,77,101,Female,56,3
3,98,171,75,93,77,101,Female,56,3
3,99,171,75,93,77,101,Female,56,3
3,100,171,75,93,77,101,Female,56,4
3,101,171,75,93,77,101,Female,56,3
3,102,171,75,93,77,101,Female,56,5
3,103,171,75,93,77,101,Female,56,3
3,104,171,75,93,77,101,Female,56,4
3,105,171,75,93,77,101,Female,56,5
3,106,171,75,93,77,101,Female,56,1
3,107,171,75,93,77,101,Female,56,4
3,108,171,75,93,77,101,Female,56,1
3,109,171,75,93,77,101,Female,56,1
3,110,171,75,93,77,101,Female,56,3
3,111,171,75,93,77,101,Female,56,4
3,112,171,75,93,77,101,Female,56,4
3,113,171,75,93,77,101,Female,56,4
3,114,171,75,93,77,101,Female,56,2
3,115,171,75,93,77,101,Female,56,4
3,116,171,75,93,77,101,Female,56,1
3,117,171,75,93,77,101,Female,56,5
3,118,171,75,93,77,101,Female,56,1
3,119,171,75,93,77,101,Female,56,5
3,120,171,75,93,77,101,Female,56,2
3,121,171,75,93,77,101,Female,56,4
3,122,171,75,93,77,101,Female,56,2
3,123,171,75,93,77,101,Female,56,2
3,124,171,75,93,77,101,Female,56,4
3,125,171,75,93,77,101,Female,56,5
3,126,171,75,93,77,101,Female,56,4
3,127,171,75,93,77,101,Female,56,4
3,128,171,75,93,77,101,Female,56,2
3,129,171,75,93,77,101,Female,56,1
3,130,171,75,93,77,101,Female,56,5
3,131,171,75,93,77,101,Female,56,2
3,132,171,75,93,77,101,Female,56,2
3,133,171,75,93,77,101,Female,56,3
3,134,171,75,93,77,101,Female,56,1
3,135,171,75,93,77,101,Female,56,2
3,136,171,75,93,77,101,Female,56,4
3,137,171,75,93,77,101,Female,56,4
3,138,171,75,93,77,101,Female,56,5
3,139,171,75,93,77,101,Female,56,3
3,140,171,75,93,77,101,Female,56,4
3,141,171,75,93,77,101,Female,56,1
3,142,171,75,93,77,101,Female,56,1
3,143,171,75,93,77,101,Female,56,2
3,144,171,75,93,77,101,Female,56,1
3,145,171,75,93,77,101,Female,56,3
3,146,171,75,93,77,101,Female,56,4
3,147,171,75,93,77,101,Female,56,5
3,148,171,75,93,77,101,Female,56,4
3,149,171,75,93,77,101,Female,56,4
3,150,171,75,93,77,101,Female,56,5
4,1,171,75,95,92,95,Male,20,4
4,2,171,75,95,92,95,Male,20,4
4,3,171,75,95,92,95,Male,20,4
4,4,171,75,95,92,95,Male,20,1
4,5,171,75,95,92,95,Male,20,1
4,6,171,75,95,92,95,Male,20,2
4,7,171,75,95,92,95,Male,20,1
4,8,171,75,95,92,95,Male,20,5
4,9,171,75,95,92,95,Male,20,4
4,10,171,75,95,92,95,Male,20,2
4,11,171,75,95,92,95,Male,20,5
4,12,171,75,95,92,95,Male,20,1
4,13,171,75,95,92,95,Male,20,3
4,14,171,75,95,92,95,Male,20,5
4,15,171,75,95,92,95,Male,20,5
4,16,171,75,95,92,95,Male,20,2
4,17,171,75,95,92,95,Male,20,2
4,18,171,75,95,92,95,Male,20,3
4,19,171,75,95,92,95,Male,20,3
4,20,171,75,95,92,95,Male,20,2
4,21,171,75,95,92,95,Male,20,5
4,22,171,75,95,92,95,Male,20,2
4,23,171,75,95,92,95,Male,20,1
4,24,171,75,95,92,95,Male,20,3
4,25,171,75,95,92,95,Male,20,3
4,26,171,75,95,92,95,Male,20,1
4,27,171,75,95,92,95,Male,20,1
4,28,171,75,95,92,95,Male,20,2
4,29,171,75,95,92,95,Male,20,4
4,30,171,75,95,92,95,Male,20,5
4,31,171,75,95,92,95,Male,20,1
4,32,171,75,95,92,95,Male,20,4
4,33,171,75,95,92,95,Male,20,1
4,34,171,75,95,92,95,Male,20,3
4,35,171,75,95,92,95,Male,20,2
4,36,171,75,95,92,95,Male,20,4
4,37,171,75,95,92,95,Male,20,3
4,38,171,75,95,92,95,Male,20,3
4,39,171,75,95,92,95,Male,20,2
4,40,171,75,95,92,95,Male,20,1
4,41,171,75,95,92,95,Male,20,5
4,42,171,75,95,92,95,Male,20,1
4,43,171,75,95,92,95,Male,20,1
4,44,171,75,95,92,95,Male,20,5
4,45,171,75,95,92,95,Male,20,5
4,46,171,75,95,92,95,Male,20,4
4,47,171,75,95,92,95,Male,20,5
4,48,171,75,95,92,95,Male,20,2
4,49,171,75,95,92,95,Male,20,3
4,50,171,75,95,92,95,Male,20,1
4,51,171,75,95,92,95,Male,20,2
4,52,171,75,95,92,95,Male,20,2
4,53,171,75,95,92,95,Male,20,1
4,54,171,75,95,92,95,Male,20,5
4,55,171,75,95,92,95,Male,20,1
4,56,171,75,95,92,95,Male,20,4
4,57,171,75,95,92,95,Male,20,4
4,58,171,75,95,92,95,Male,20,4
4,59,171,75,95,92,95,Male,20,5
4,60,171,75,95,92,95,Male,20,1
4,61,171,75,95,92,95,Male,20,5
4,62,171,75,95,92,95,Male,20,2
4,63,171,75,95,92,95,Male,20,5
4,64,171,75,95,92,95,Male,20,3
4,65,171,75,95,92,95,Male,20,1
4,66,171,75,95,92,95,Male,20,1
4,67,171,75,95,92,95,Male,20,5
4,68,171,75,95,92,95,Male,20,2
4,69,171,75,95,92,95,Male,20,5
4,70,171,75,95,92,95,Male,20,5
4,71,171,75,95,92,95,Male,20,5
4,72,171,75,95,92,95,Male,20,3
4,73,171,75,95,92,95,Male,20,3
4,74,171,75,95,92,95,Male,20,2
4,75,171,75,95,92,95,Male,20,1
4,76,171,75,95,92,95,Male,20,2
4,77,171,75,95,92,95,Male,20,5
4,78,171,75,95,92,95,Male,20,4
4,79,171,75,95,92,95,Male,20,2
4,80,171,75,95,92,95,Male,20,1
4,81,171,75,95,92,95,Male,20,3
4,82,171,75,95,92,95,Male,20,5
4,83,171,75,95,92,95,Male,20,2
4,84,171,75,95,92,95,Male,20,2
4,85,171,75,95,92,95,Male,20,4
4,86,171,75,95,92,95,Male,20,2
4,87,171,75,95,92,95,Male,20,3
4,88,171,75,95,92,95,Male,20,5
4,89,171,75,95,92,95,Male,20,1
4,90,171,75,95,92,95,Male,20,5
4,91,171,75,95,92,95,Male,20,1
4,92,171,75,95,92,95,Male,20,5
4,93,171,75,95,92,95,Male,20,3
4,94,171,75,95,92,95,Male,20,4
4,95,171,75,95,92,95,Male,20,4
4,96,171,75,95,92,95,Male,20,5
4,97,171,75,95,92,95,Male,20,2
4,98,171,75,95,92,95,Male,20,5
4,99,171,75,95,92,95,Male,20,2
4,100,171,75,95,92,95,Male,20,5
4,101,171,75,95,92,95,Male,20,3
4,102,171,75,95,92,95,Male,20,1
4,103,171,75,95,92,95,Male,20,5
4,104,171,75,95,92,95,Male,20,3
4,105,171,75,95,92,95,Male,20,5
4,106,171,75,95,92,95,Male,20,3
4,107,171,75,95,92,95,Male,20,5
4,108,171,75,95,92,95,Male,20,5
4,109,171,75,95,92,95,Male,20,4
4,110,171,75,95,92,95,Male,20,3
4,111,171,75,95,92,95,Male,20,3
4,112,171,75,95,92,95,Male,20,3
4,113,171,75,95,92,95,Male,20,2
4,114,171,75,95,92,95,Male,20,1
4,115,171,75,95,92,95,Male,20,5
4,116,171,75,95,92,95,Male,20,2
4,117,171,75,95,92,95,Male,20,4
4,118,171,75,95,92,95,Male,20,4
4,119,171,75,95,92,95,Male,20,3
4,120,171,75,95,92,95,Male,20,1
4,121,171,75,95,92,95,Male,20,2
4,122,171,75,95,92,95,Male,20,3
4,123,171,75,95,92,95,Male,20,1
4,124,171,75,95,92,95,Male,20,1
4,125,171,75,95,92,95,Male,20,2
4,126,171,75,95,92,95,Male,20,4
4,127,171,75,95,92,95,Male,20,1
4,128,171,75,95,92,95,Male,20,2
4,129,171,75,95,92,95,Male,20,5
4,130,171,75,95,92,95,Male,20,2
4,131,171,75,95,92,95,Male,20,4
4,132,171,75,95,92,95,Male,20,3
4,133,171,75,95,92,95,Male,20,4
4,134,171,75,95,92,95,Male,20,3
4,135,171,75,95,92,95,Male,20,2
4,136,171,75,95,92,95,Male,20,1
4,137,171,75,95,92,95,Male,20,5
4,138,171,75,95,92,95,Male,20,3
4,139,171,75,95,92,95,Male,20,1
4,140,171,75,95,92,95,Male,20,5
4,141,171,75,95,92,95,Male,20,1
4,142,171,75,95,92,95,Male,20,4
4,143,171,75,95,92,95,Male,20,4
4,144,171,75,95,92,95,Male,20,3
4,145,171,75,95,92,95,Male,20,2
4,146,171,75,95,92,95,Male,20,1
4,147,171,75,95,92,95,Male,20,2
4,148,171,75,95,92,95,Male,20,2
4,149,171,75,95,92,95,Male,20,1
4,150,171,75,95,92,95,Male,20,2
5,1,178,68,101,91,104,Male,77,4
5,2,178,68,101,91,104,Male,77,3
5,3,178,68,101,91,104,Male,77,4
5,4,178,68,101,91,104,Male,77,4
5,5,178,68,101,91,104,Male,77,3
5,6,178,68,101,91,104,Male,77,2
5,7,178,68,101,91,104,Male,77,2
5,8,178,68,101,91,104,Male,77,3
5,9,178,68,101,91,104,Male,77,3
5,10,178,68,101,91,104,Male,77,4
5,11,178,68,101,91,104,Male,77,5
5,12,178,68,101,91,104,Male,77,3
5,13,178,68,101,91,104,Male,77,4
5,14,178,68,101,91,104,Male,77,2
5,15,178,68,101,91,104,Male,77,1
5,16,178,68,101,91,104,Male,77,4
5,17,178,68,101,91,104,Male,77,3
5,18,178,68,101,91,104,Male,77,1
5,19,178,68,101,91,104,Male,77,5
5,20,178,68,101,91,104,Male,77,2
5,21,178,68,101,91,104,Male,77,2
5,22,178,68,101,91,104,Male,77,1
5,23,178,68,101,91,104,Male,77,2
5,24,178,68,101,91,104,Male,77,3
5,25,178,68,101,91,104,Male,77,4
5,26,178,68,101,91,104,Male,77,5
5,27,178,68,101,91,104,Male,77,5
5,28,178,68,101,91,104,Male,77,3
5,29,178,68,101,91,104,Male,77,3
5,30,178,68,101,91,104,Male,77,5
5,31,178,68,101,91,104,Male,77,3
5,32,178,68,101,91,104,Male,77,1
5,33,178,68,101,91,104,Male,77,2
5,34,178,68,101,91,104,Male,77,5
5,35,178,68,101,91,104,Male,77,5
5,36,178,68,101,91,104,Male,77,2
5,37,178,68,101,91,104,Male,77,1
5,38,178,68,101,91,104,Male,77,3
5,39,178,68,101,91,104,Male,77,1
5,40,178,68,101,91,104,Male,77,1
5,41,178,68,101,91,104,Male,77,5
5,42,178,68,101,91,104,Male,77,1
5,43,178,68,101,91,104,Male,77,4
5,44,178,68,101,91,104,Male,77,1
5,45,178,68,101,91,104,Male,77,5
5,46,178,68,101,91,104,Male,77,2
5,47,178,68,101,91,104,Male,77,1
5,48,178,68,101,91,104,Male,77,5
5,49,178,68,101,91,104,Male,77,5
5,50,178,68,101,91,104,Male,77,4
5,51,178,68,101,91,104,Male,77,4
5,52,178,68,101,91,104,Male,77,3
5,53,178,68,101,91,104,Male,77,1
5,54,178,68,101,91,104,Male,77,1
5,55,178,68,101,91,104,Male,77,5
5,56,178,68,101,91,104,Male,77,2
5,57,178,68,101,91,104,Male,77,4
5,58,178,68,101,91,104,Male,77,2
5,59,178,68,101,91,104,Male,77,2
5,60,178,68,101,91,104,Male,77,1
5,61,178,68,101,91,104,Male,77,1
5,62,178,68,101,91,104,Male,77,1
5,63,178,68,101,91,104,Male,77,4
